project_title,project_objectives,start_date,end_date,ndp_pillar,primary_sector,reporting_agency,funders,implementers,implementer_category,mtdf,project_value,project_url,year,amount_disbursed,recipient
'Iskufilnaasho' Towards Self Reliance II,"Improved livelihood security of 4,727 vulnerable households (28,362) individuals) in Sool, Sanaag, regions of Northern Somalia",11/30/13,1/29/17,Pillar 8: Resilience,Cross-cutting resilience,EU,EU,CARE,NGOs,Not funded through MDTF,2222223,NA,2017,111112,South West
'Iskufilnaasho' Towards Self Reliance II,"Improved livelihood security of 4,727 vulnerable households (28,362) individuals) in Sool, Sanaag, regions of Northern Somalia",11/30/13,1/29/17,Pillar 8: Resilience,Cross-cutting resilience,EU,EU,CARE,NGOs,Not funded through MDTF,2222223,NA,2017,111112,Somaliland
Humanitarian mine action,"Humanitarian demining and ammunition management in Somaliland and South Central Somalia, strenghtening the security, stability and livelihoods. Contributing to peacebuilding and stabilisation.",1/3/17,1/2/21,Pillar 2: Security,Security,Finland,Finland,HALO Trust,NGOs,Not funded through MDTF,1111112,https://www.halotrust.org/,2017,222223,Somaliland
Humanitarian mine action,"Humanitarian demining and ammunition management in Somaliland and South Central Somalia, strenghtening the security, stability and livelihoods. Contributing to peacebuilding and stabilisation.",1/3/17,1/2/21,Pillar 2: Security,Security,Finland,Finland,HALO Trust,NGOs,Not funded through MDTF,1111112,https://www.halotrust.org/,2018,222223,Somaliland
"Integrated Food Security in Elwak, Gedo Region",Improvement of local food and income situation through self-help groups and local organzations,7/3/15,6/3/19,Pillar 8: Resilience,Food Security,Germany,German Federal Government,Action Africa Help International,NGOs,Not funded through MDTF,1333334,NA,2016,222223,Jubaland
"Integrated Food Security in Elwak, Gedo Region",Improvement of local food and income situation through self-help groups and local organzations,7/3/15,6/3/19,Pillar 8: Resilience,Food Security,Germany,German Federal Government,Action Africa Help International,NGOs,Not funded through MDTF,1333334,NA,2017,222223,Jubaland
Reducing Vulnerability and Building Communitiy Resilience to Climate Change Effects in Somaliland,"1. Enhancing food security and animal feed production through regenerated vegetation and improved soil protection
2. Improving availability of water for humans, plantation and animals
3. Increase and diversification of household incomes trhough alternative sources of income and improved animal health
4. Resource-sensitive use of biological energy sources 
5. Preparation of local communities and actors for extreme consequences of climate change
5. Improving networking of relevant actors and awareness of quesions on environmental protection and climate change
6. Support of ratification of environmental laws in Somaliland and ensuring knowledge of laws among participating communities",1/3/15,12/3/17,Pillar 8: Resilience,Natural Resources Management,Germany,German Federal Government,Kindernothilfe,NGOs,Not funded through MDTF,622223,NA,2016,200000,Somaliland
Reducing Vulnerability and Building Communitiy Resilience to Climate Change Effects in Somaliland,"1. Enhancing food security and animal feed production through regenerated vegetation and improved soil protection
2. Improving availability of water for humans, plantation and animals
3. Increase and diversification of household incomes trhough alternative sources of income and improved animal health
4. Resource-sensitive use of biological energy sources 
5. Preparation of local communities and actors for extreme consequences of climate change
5. Improving networking of relevant actors and awareness of quesions on environmental protection and climate change
6. Support of ratification of environmental laws in Somaliland and ensuring knowledge of laws among participating communities",1/3/15,12/3/17,Pillar 8: Resilience,Natural Resources Management,Germany,German Federal Government,Kindernothilfe,NGOs,Not funded through MDTF,622223,NA,2017,222223,Somaliland
Resolving conflict in Galkayo – a multi layered approach,"
The approach proposes work at multiple levels of influence. It will support mechanisms to manage
and resolve conflict in Galkayo, and will develop options for the longer term peaceful resolution of
fundamental questions surrounding the status of Galkayo.",4/19/17,9/18/17,Pillar 3: Rule of Law,Rule of Law,SSF,"UK, Sweden, Denmark, Netherlands and Norway",CDI,NGOs,Somalia Stability Fund (SSF),216734,NA,2017,216734,Galmudug
Culture at the Centre: A new space for cultural dialogue for Somali youth: Phase II,"To support the revival of Somali culture to promote reconciliation, citizenship, tolerance and regional integration.",6/10/17,2/9/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,Redsea Online Cultural Foundation,Academic / Research Institutions,Not funded through MDTF,279020,NA,2017,213445,Somaliland
Culture at the Centre: A new space for cultural dialogue for Somali youth: Phase II,"To support the revival of Somali culture to promote reconciliation, citizenship, tolerance and regional integration.",6/10/17,2/9/18,Pillar 1: Inclusive Politics,Inclusive Politics,EU,EU,Redsea Online Cultural Foundation,Academic / Research Institutions,Not funded through MDTF,279020,NA,2018,65575,Somaliland
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2017,69445,FGS
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2017,69445,Puntland
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2017,69445,South West
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2018,462963,FGS
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2018,462963,Puntland
Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",11/1/16,4/2/19,"Pillar 4: Effective, Efficient Institutions","Planning, M&E and Statistics",AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Mix of implementers - involving government,Not funded through MDTF,1666667,www.afdb.org,2018,462963,South West
