event_date,year,event,strike_by,target,state,region,district,location,latitude,longitude,source,notes,fatalities,civilian_casualties,
24-Dec-11,2011,Remote violence,Kenya Defence Forces,Unidentified Group,Jubaland,Jubbada Hoose,Badhaadhe,Baadhaade,-1.03,41.483,Local Source Project,Warplanes believed to be from the Kenyan Air Force are reported to have attacked the coastal village of Koday in the afternoon of 24/12. At least one civilian was injured and some buildings sustained damage. The attack was reportedly aiming at preventing charcoal trade out of that village. The exact target remains unknown.,0,1,
20-Dec-11,2011,Remote violence,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,"Kenyan military aircrafts reportedly conducted an airstrike against suspected AS positions in Hoosingo, 70km SE of Dhoobley. The AS chairman of Hoosingo was reportedly injured. A pro-AS website reported that the bombing hit a market area, killing 10 civilians and injuring 27 others, a statement that could not be verified through independent sources. Hoosingo is a village of around 600 families, mostly from Sheeqaal clan.",10,0,
10-Dec-11,2011,Remote violence,Unknown,Unidentified Group,Jubaland,Gedo,Bardera,Baardheere,2.3399,42.286,Local Source Project,"Unknown military aircraft conducted aerial bombardment of Baardheere during which a feeding center of the Somali Red Crescent Society was hit. The center was empty at the time of the strike but a critical water tank was destroyed. Pascal Mauchle, the head of the Somalia delegation of the ICRC, stated that ""We are alarmed about the situation in Baardheere,"" he added that ""this incident is particularly worrying at a time when the population is in dire need of food assistance."" Unconfirmed report also indicates that one civilian was killed in the attack.",0,1,
1-Dec-11,2011,Remote violence,Unknown,Al Shabaab,Jubaland,Gedo,Garbahaarey,Ceel Cadde,3.0359,41.8674,Local Source Project,"Five persons were reported killed and an undetermined number of others injured after two unidentified military aircrafts conducted an air strike in Ceel Cadde, 50km SW of Garbaharey. The AS confirmed the air strike and claimed that its forces sustained no casualties while a number of civilians died. Reports of an IDP settlement being hit in the area are highly doubtful as the village is unlikely to host any significant number of IDPs.",5,0,
22-Nov-11,2011,Remote violence,Unknown,Unidentified Group,Jubaland,Gedo,Ceel Waaq,Ceel Waaq,2.7352,41.0177,Local Source Project,"Unidentified military aircrafts reportedly conducted two airstrikes against unknown targets between Muudaale and Balan Baal (on the road between Buusaar and Baardheere in Ceel Waaq district) and in Yaagle (in proximity of Nus Dariiq, 75km SW of Bulo-Xawo, Bulo-Xawo District). If confirmed these are the first airstrikes reported in Gedo and the Jubas since 30/10/2011. No further details about the bombardments (target, extent, casualties) are currently available.",0,0,
14-Nov-11,2011,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Afgooye,Afgooye,2.15,45.116,Somalia Report (Drone),"An air strike targeted an Al-Shabaab training camp was attributed to both the United States and France. Initial reports indicated that at least two leaders, including Hassan Dahir Aweys, were killed, however, they were later reported as having survived the strike.",0,0,
30-Oct-11,2011,Remote violence,Kenya Defence Forces,Unidentified Group,South West,Bay,Baydhabo,Jibil,3.12,43.65,Crisis Watch,"Kenyan air strike 30 Oct reportedly killed 5, wounded 45 in IDP camp in Jibil; MSF operating in Jilib issued a press release indicating that at least 3 civilians had been killed and 52 injured. A pro-AS website further claimed that local elders started mobilizing militias to fight against Kenyas troops in Somalia. Kenyan military claimed strike killed 10 Al Shabaab insurgents, no civilian casualties.",5,1,
25-Oct-11,2011,Violence against civilians,United States Forces,Unidentified Group,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Crisis Watch,"Residents in Kismayo, Dhobley, Afmadow claim over 50 killed in Somalia by U.S. drone strikes late Oct. U.S. military said drones being deployed from Ethiopia and Seychelles, but only for surveillance.",20,1,
13-Oct-11,2011,Battle-No change of territory,Kenya Defence Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,"Isiolo and Ras Kambooni militias launched a coordinated offensive against AS positions in Tabta and Qooqani from from their main base in Dhoobley. The two towns were taken-over by anti-AS forces. Conflicting statements were made by the Ras Kambooni spokesperson who declared that AS forces had vacated their positions without opposing resistance, and by the TFG Spokesman for the Jubas who claimed that heavy fighting had occurred and that AS had suffered a high number of casualties. The leader of Ras Kambooni Ahmed Madoobe was himself on the frontline. Pro-AS websites reported that Ras Kambooni had received 30 technicals from Kenya just before the offensive. Kenyan military planes and helicopters as well as ground forces were reported being actively engaged in the fighting targeting AS positions and vehicles.",0,0,
30-Sep-11,2011,Remote violence,Unknown,Al Shabaab,Galmudug,Galguduud,Ceel Buur,Ceel Buur,4.6815,46.6234,Local Source Project,An airstrike was reported in Ceel Buur area against a location where AS elements were holding a meeting. AS forces pulled-out of the town after the attack.,0,0,
23-Sep-11,2011,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,BBC (Drone),Three drone strikes targeted an Al-Shabaab training camp. There was no reporting on the total number of fatalities.,0,0,
16-Sep-11,2011,Remote violence,Unknown,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Madawa Island,1.3,44.13,Local Source Project,Unidentified foreign military aircrafts reportedly conducted an airstrike against AS targets at the above mentioned location. Unconfirmed local media reports suggest that 9 - 17 people including the AS explosive expert Sheikh Ahmed may have been killed.,9,0,
15-Sep-11,2011,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Tabta,0.3046,41.4394,Local Source Project,Unidentified aircrafts conducted an airstrike against an AS position close to Tabta in the afternoon of 15/09. Casualties could not be estimated. The attack follows several days of fly-overs in the area. Aircrafts have been reported flying over AS areas in the whole Gedo and Juba regions in the last three days.,0,0,
19-Jul-11,2011,Remote violence,Unknown,Al Shabaab,Jubaland,Gedo,Bardera,Gaddoondhowe,2.6833,42.2,Local Source Project,"Unconfirmed reports indicate that an airstrike targeting AS militias could have been conducted in the vicinity of Gaddoondhowe village close to Dhamase, around 80km south-east of Bulo-Xawo.",0,0,
15-Jul-11,2011,Remote violence,United States Forces,Unidentified Group,Jubaland,Jubbada Hoose,Afmadow,Tabta,0.3046,41.4394,Local Source Project,aerial over-flights by foreign aircrafts (most probably drones) and a possible airstrike against an AS position in the vicinity of Tabta.,0,0,
6-Jul-11,2011,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Local Source Project,Unidentified military aircrafts (probably drones belonging to the US) carried out an airstrike against AS targets in Afmadow area. Unconfirmed reports indicate that three AS facilities in Tabta have been the target.,3,0,
30-Jun-11,2011,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Qandal,-0.4483,42.4846,Local Source Project,"An international media report that the US airstrike against AS positions in Qandal was conducted by US drones, making Somalia the 6th country in the world where the US are using drones to target terror suspects. The same source indicates that the raid was targeting two AS foreign fighters including Anwar Al-Awliqi from Yemen. It indicates that the two may have been wounded.",0,0,
24-Jun-11,2011,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Crisis Watch,Airstrike 24 June on training camp near Kismayo reportedly killed 2 senior Al Shabaab officials.,2,0,
24-Jun-11,2011,Remote violence,Unknown,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,Local Source Project,"Unidentified military aircrafts conducted one or two airstrikes against an AS base used primarily by foreign fighters. Exact targets, nature of the operation and casualties could not be confirmed.",0,0,
23-Jun-11,2011,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Kismayo,Kismayo,-0.3603,42.5463,New York Times (Drone),"Two were targeted at an Al-Shabaab military base by a US air strike. Military officials said that two senior members were killed, and one report alleges that Jabreel Malik Muhammed (aka Abu Jabreel) was among the dead.",2,0,
6-Apr-11,2011,Remote violence,United States Forces,Al Shabaab,Jubaland,Jubbada Hoose,Afmadow,Dhobley,0.4063,41.0124,Washington Post (Drone),A U.S. airstrike killed a senior al Shabaab leader named as Hassan Abdurrahman Gumarey. No other fatalities reported.,1,0,
14-Sep-09,2009,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,New York Times (Drone),"An air strike conducted by foreign helicopters against two vehicles carrying Al Shabaab elements (including Saleh Ali Saleh Nabhan, the leader in Kenya) at Roobow village. Between 6-9 fatalities.",6,0,
15-May-08,2008,Remote violence,United States Forces,Al Shabaab,South West,Shabeellaha Hoose,Baraawe,Baraawe,1.1132,44.0297,Long War Journal,"May, month of. A US airstrike targeted to kill and al Shabaab leader Aden Hashi Ayro in Baraawe.",1,0,
24-Jan-07,2007,Remote violence,United States Forces,ICU: Islamic Courts Union,South West,Shabeellaha Hoose,Marka,Marka,1.7131,44.7639,Associated Press Online,".S. defense officials said the United States launched an airstrike earlier this week in Somalia against suspected militant targets the second such his month. Location of the strike is not known, though likely in the Shabelle River valley.",0,0,
23-Jan-07,2007,Remote violence,United States Forces,ICU: Islamic Courts Union,Jubaland,Jubbada Hoose,Afmadow,Hosingow,-0.1734,41.2695,The Nation (Drone),"A US air strike targeted Islamic Courts Union senior leader Sheikh Ahmed Madobe at Waldena, less than five km from Hosingow. The target survived the attack. Eight other possible fatalities.",8,0,
9-Jan-07,2007,Remote violence,United States Forces,ICU: Islamic Courts Union,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,Associated Press International,"US Helicopter gunships were seen launching new attacks in Somalia, close to the scene of a U.S. airstrike aimed at suspected al-Qaida militants. At least 27 people were killed in tow days of bombings, many of them civilians.",13,0,
8-Jan-07,2007,Remote violence,United States Forces,Al Qaeda,Jubaland,Jubbada Hoose,Afmadow,Afmadow,0.5172,42.071,CBS News (Drone),"A AC-130 war plane and attack helicopters targeted Al-Qaeda operatives involved in the 1998 U.S. embassy bombings including commander Aden Hashi Ayro. No targets were confirmed killed, however 22-31 civilians are believed killed. The bombing took place at the Hayi area of Afmadow.",22,0,
8-Jan-07,2007,Remote violence,United States Forces,Al Qaeda,Jubaland,Jubbada Hoose,Badhaadhe,Ras Kamboni,-1.6375,41.5877,The Guardian (Drone),A US air strike targeted an Al-Qaeda training camp and Fazul Abdullah Mohammed. Between 8-12 reported fatalities.,8,0,
7-Jan-07,2007,Remote violence,United States Forces,Al Qaeda,Jubaland,Jubbada Hoose,Badhaadhe,Ras Kamboni,-1.6375,41.5877,Associated Press International; The East African Standard,"A AC-130 war plane guided by surveillance from a Predator drone fired on Al-Qaeda operatives involved in 1998 embassy bombings, including Aden Hashi Ayro, Fazul Abdullah Mohammed, and Abu Talha al Sudani. The three targets survived but 8 militants were killed and another 3 were wounded. A second attack occurred the following day.",8,0,
26-Dec-06,2006,Remote violence,Ethiopian National Defence Forces,Unidentified Group,South West,Bay,Buur Xakaba,Leego,2.7144,44.509,Shabeelle Media Network,Ethiopian military planes have bombed Leego in Lower Shabeelle Region. Four civilians were injured in the air raid.,0,1,
23-Dec-06,2006,Remote violence,Ethiopian National Defence Forces,ICU: Islamic Courts Union,Hirshabelle,Hiiraan,Belet Weyne,Belet Weyne,4.736,45.2043,IRIN,Ethiopian air strikes supporting TFG.,0,0,
